,CONAME,address,lat,lng,distance
1299,ASSURANT INC,"28 Liberty Street, 41st Floor, New York, NY, 10005",40.7078538,-74.00898049999999,10713.335244
1300,COMPASS MINERALS INTL INC,"9900 West 109th Street, Suite 100, Overland Park, KS, 66210",38.9311756,-94.69934479999999,11344.96766
1301,BUFFALO WILD WINGS INC,"5500 Wayzata Boulevard, Suite 1600, Minneapolis, MN, 55416",44.9713611,-93.3502713,10665.458014
1302,ASPEN INSURANCE HOLDINGS LTD,"141 Front Street, Hamilton, HM 19",32.2933227,-64.77812109999999,11194.183795
1303,SALESFORCE.COM INC,"The Landmark @ One Market, Suite 300, San Francisco, CA, 94105",37.79390040000001,-122.3950114,11283.518883
1304,GENWORTH FINANCIAL INC,"6620 West Broad Street, Richmond, VA, 23230",37.6029091,-77.5133905,11143.690825
1305,MARKETAXESS HOLDINGS INC,"299 Park Avenue, 10th Floor, New York, NY, 10171",40.756039,-73.9741415,10707.268402
1306,B&G FOODS INC,"Four Gatehall Drive, Parsippany, NJ, 7054",40.84600400000001,-74.463444,10713.53262
1307,DOMINO'S PIZZA INC,"30 Frank Lloyd Wright Drive, Ann Arbor, MI, 48105",42.3190961,-83.6827825,10801.920676
1308,MASTERCARD INC,"2000 Purchase Street, Purchase, NY, 10577",41.0234636,-73.71427609999999,10671.47359
1309,ALPHABET INC,"1600 Amphitheatre Parkway, Mountain View, CA, 94043",37.422593,-122.0853986,11330.449513
1310,TEXAS ROADHOUSE INC,"6040 Dutchmans Lane, Suite 200, Louisville, KY, 40205",38.2270419,-85.6405367,11283.320365
1311,EXTRA SPACE STORAGE INC,"2795 East Cottonwood Parkway, Suite 400, Salt Lake City, UT, 84121",40.6335533,-111.8132148,11151.316876
1312,DIAMONDROCK HOSPITALITY CO,"3 Bethesda Metro Center, Suite 1500, Bethesda, MD, 20814",38.9844228,-77.0959967,10987.080625
1313,SIGNATURE BANK/NY,"565 Fifth Avenue, New York, NY, 10017",40.7560544,-73.9784469,10707.404538
1315,VIAD CORP,"1850 North Central Avenue, Suite 1900, Phoenix, AZ, 85004",33.46843190000001,-112.0750359,11937.357225
1316,MONOLITHIC POWER SYSTEMS INC,"79 Great Oaks Boulevard, San Jose, CA, 95119",37.2354799,-121.7792904,11357.513875
1317,ENERSYS INC,"2366 Bernville Road, Reading, PA, 19605",40.3699808,-75.964958,10809.04767
1318,DREAMWORKS ANIMATION INC,"Campanile Building, 1000 Flower Street, Glendale, CA, 91201",34.1574774,-118.2851512,11763.648794
1319,CALAMOS ASSET MANAGEMENT INC,"2020 Calamos Court, Naperville, IL, 60563",41.8052949,-88.2019069,10943.251103
1320,BIOMED REALTY TRUST INC,"17190 Bernardo Center Drive, San Diego, CA, 92128",33.0246638,-117.0774775,11909.655009
1321,HEARTLAND PAYMENT SYSTEMS,"90 Nassau Street, Princeton, NJ, 8542",40.3499999,-74.6601249,10770.852002
1322,AMERICAN CAMPUS COMMUNITIES,"12700 Hill Country Boulevard, Suite T-200, Austin, TX, 78738",30.3087594,-97.9387981,12324.87725
1323,EDUCATION REALTY TRUST INC,"999 South Shady Grove Road, Suite 600, Memphis, TN, 38120",35.104429,-89.86050999999999,11700.995404
1324,CONSOLIDATED COMM HLDGS INC,"121 South 17th Street, Mattoon, IL, 61938",39.4818474,-88.3754505,11199.004999
1325,MOSAIC CO,"Atria Corporate Center, Suite E490, 3033 Campus Drive, Plymouth, MN, 55441",45.0154671,-93.4546099,10661.664915
1326,MEDICAL PROPERTIES TRUST,"1000 Urban Center Drive, Suite 501, Birmingham, AL, 35242",33.48309800000001,-86.705593,11817.665563
1327,NEENAH PAPER INC,"3460 Preston Ridge Road, Suite 600, Alpharetta, GA, 30005",34.0726957,-84.26022669999999,11699.369628
1328,PRESTIGE BRANDS HOLDINGS,"660 White Plains Road, Suite 250, Tarrytown, NY, 10591",41.0598012,-73.8347386,10671.601386
1329,WEX INC,"97 Darling Avenue, South Portland, ME, 4106",43.6354261,-70.3246581,10293.772054
1330,FTD COMPANIES INC,"3113 Woodcreek Drive, Downers Grove, IL, 60515",41.8286559,-88.0348566,10937.917943
1331,LHC GROUP INC,"420 West Pinhook Road, Suite A, Lafayette, LA, 70503",30.2100487,-92.010868,12270.094851
1332,EXLSERVICE HOLDINGS INC,"280 Park Avenue, 38th Floor, New York, NY, 10017",40.7567429,-73.9755649,10707.241593
1333,BILL BARRETT CORP,"1099 18th Street, Suite 2300, Denver, CO, 80202",39.7497134,-104.9926012,11292.602357
1334,BOFI HOLDING INC,"4350 La Jolla Village Drive, Suite 140, San Diego, CA, 92122",32.8740639,-117.2125378,11923.509766
1335,VERIFONE SYSTEMS INC,"88 West Plumeria Drive, San Jose, CA, 95134",37.3898607,-121.9334834,11337.44187
1336,CORE MARK HOLDING CO INC,"395 Oyster Point Boulevard, Suite 415, South San Francisco, CA, 94080",37.6676844,-122.3830972,11297.309156
1337,ZUMIEZ INC,"4001 204th Street SW, Lynnwood, WA, 98036",47.8147022,-122.2870918,10210.849362
1338,KOPPERS HOLDINGS INC,"436 Seventh Avenue, Pittsburgh, PA, 15219",40.4420849,-79.99562569999999,10914.739708
1339,INTERCONTINENTAL EXCHANGE,"5660 New Northside Drive, Atlanta, GA, 30328",33.9089619,-84.43166839999999,11720.991015
1340,DIAMOND FOODS INC,"600 Montgomery Street, 13th Floor, San Francisco, CA, 94111",37.7950185,-122.4027468,11283.219532
1341,NEUSTAR INC,"21575 Ridgetop Circle, Sterling, VA, 20166",39.0277577,-77.40591409999999,10991.712796
1342,CAPELLA EDUCATION CO,"Capella Tower, 9th Floor, 225 South Sixth Street, Minneapolis, MN, 55402",44.9760317,-93.2682497,10664.09619
1343,FRANKLIN STREET PROPERTIES,"401 Edgewater Place, Suite 200, Wakefield, MA, 1880",42.5238036,-71.0411748,10430.34553
1344,RUTHS HOSPITALITY GROUP INC,"1030 West Canton Avenue, Suite 100, Winter Park, FL, 32789",28.5995342,-81.3633973,12204.455818
1345,CF INDUSTRIES HOLDINGS INC,"4 Parkway North, Suite 400, Deerfield, IL, 60015",42.1622842,-87.8803526,10899.032879
1346,TREEHOUSE FOODS INC,"2021 Spring Road, Suite 600, Oak Brook, IL, 60523",41.8494815,-87.9473423,10934.178896
1347,DISCOVERY COMMUNICATIONS INC,"One Discovery Place, Silver Spring, MD, 20910",38.9947766,-77.0276063,10983.966748
1348,IROBOT CORP,"8 Crosby Drive, Bedford, MA, 1730",42.5044951,-71.2442936,10439.156419
1349,RESTAURANT BRANDS INTL INC,"874 Sinclair Road, Oakville, ON, L6K 2Y1",43.4465785,-79.69692599999999,10589.546015
1350,AMERISAFE INC,"2301 Highway 190 West, DeRidder, LA, 70634",30.84517229999999,-93.3208765,12219.020154
1351,HOME BANCSHARES INC,"719 Harkrider, Suite 100, Conway, AR, 72032",35.0896305,-92.4373564,11741.331582
1352,CYNOSURE INC,"5 Carlisle Road, Westford, MA, 1886",42.5639528,-71.4235439,10439.143264
1353,KAPSTONE PAPER & PACKAGING,"1101 Skokie Boulevard, Suite 300, Northbrook, IL, 60062",42.1322059,-87.78624789999999,10900.710735
1354,AMERIPRISE FINANCIAL INC,"55 Ameriprise Financial Center, Minneapolis, MN, 55474",44.9750925,-93.2689261,10664.206674
1355,CROCS INC,"7477 East Dry Creek Parkway, Niwot, CO, 80503",40.0905397,-105.1797434,11254.30589
1356,UNDER ARMOUR INC,"1020 Hull Street, Baltimore, MD, 21230",39.275091,-76.5913832,10941.712364
1357,LEIDOS HOLDINGS INC,"11951 Freedom Drive, Reston, VA, 20190",38.9590456,-77.35928260000001,10997.516731
1358,WESTERN REFINING INC,"123 West Mills Avenue, Suite 200, El Paso, TX, 79901",31.7589164,-106.489318,12173.200961
1359,VIACOM INC,"1515 Broadway, New York, NY, 10036",40.7579353,-73.9861885,10707.458808
1360,LIVE NATION ENTERTAINMENT,"9348 Civic Center Drive, Beverly Hills, CA, 90210",34.0742157,-118.3985559,11770.432206
1361,CHIPOTLE MEXICAN GRILL INC,"1401 Wynkoop Street, Suite 500, Denver, CO, 80202",39.7505354,-105.0031001,11292.485787
1362,FIDELITY NATIONAL INFO SVCS,"601 Riverside Avenue, Jacksonville, FL, 32204",30.3184009,-81.6762696,12031.809431
1363,LIQUIDITY SERVICES INC,"1920 L Street, NW, 6th Floor, Washington, DC, 20036",38.9034742,-77.0444478,10993.987002
1364,KRATON PERFORMANCE POLYMERS,"15710 John F. Kennedy Boulevard, Suite 300, Houston, TX, 77032",29.9466126,-95.3309201,12341.857727
1365,SYNCHRONOSS TECHNOLOGIES,"200 Crossing Boulevard, 8th Floor, Bridgewater, NJ, 8807",40.5825363,-74.61196749999999,10745.35925
1366,POST HOLDINGS INC,"2503 South Hanley Road, St. Louis, MO, 63144",38.616533,-90.33491070000001,11324.972021
1367,FACEBOOK INC,"1601 Willow Road, Menlo Park, CA, 94025",37.4850908,-122.1475755,11322.320087
1368,PHILLIPS 66,"3010 Briarpark Drive, Houston, TX, 77042",29.7322463,-95.5503257,12367.786203
1369,TUMI HOLDINGS INC,"1001 Durham Avenue, South Plainfield, NJ, 7080",40.5502332,-74.4096007,10742.302167
1370,FIVE BELOW INC,"1818 Market Street, Suite 2000, Philadelphia, PA, 19103",39.9529111,-75.17104570000001,10827.872924
1371,PGT INC,"1070 Technology Drive, North Venice, FL, 34275",27.1429028,-82.4080056,12389.195273
1372,COMMVAULT SYSTEMS INC,"1 CommVault Way, Tinton Falls, NJ, 7724",40.2998199,-74.0824061,10757.634105
1373,DUNKIN' BRANDS GROUP INC,"130 Royall Street, Canton, MA, 2021",42.207401,-71.13002469999999,10465.390697
1374,SELECT MEDICAL HOLDINGS CORP,"4714 Gettysburg Road, PO Box 2034, Mechanicsburg, PA, 17055",40.2132535,-76.9603149,10854.936226
1375,KBR INC,"601 Jefferson Street, Suite 3400, Houston, TX, 77002",29.7532925,-95.3723074,12363.597246
1376,LEGACY TEX FINANCIAL GRP INC,"5851 Legacy Circle, Plano, TX, 75024",33.0810221,-96.8227276,12010.014682
1377,EHEALTH INC,"440 East Middlefield Road, Mountain View, CA, 94043",37.3971638,-122.0575991,11333.814267
1378,INNOPHOS HOLDINGS INC,"259 Prospect Plains Road, Cranbury, NJ, 8512",40.325957,-74.4788535,10767.598761
1379,WYNDHAM WORLDWIDE CORP,"22 Sylvan Way, Parsippany, NJ, 7054",40.84593,-74.43873169999999,10712.762594
1380,EVERCORE PARTNERS INC,"55 East 52nd Street, New York, NY, 10055",40.7592344,-73.9735446,10706.920908
1381,SIRONA DENTAL SYSTEMS INC,"30-30 47th Avenue, Suite 500, Long Island City, NY, 11101",40.742804,-73.9363744,10707.419466
1382,ALLEGIANT TRAVEL CO,"1201 North Town Center Drive, Las Vegas, NV, 89144",36.1844463,-115.3110217,11595.079788
1383,WESTERN UNION CO,"12500 East Belford Avenue, Englewood, CO, 80112",39.5466002,-104.8445727,11315.489307
1384,DOUGLAS EMMETT INC,"808 Wilshire Boulevard, Suite 200, Santa Monica, CA, 90401",34.0220006,-118.4937317,11774.195053
1385,HANESBRANDS INC,"1000 East Hanes Mill Road, Winston-Salem, NC, 27105",36.1888431,-80.2641032,11371.362639
1386,FIRST SOLAR INC,"350 West Washington Street, Suite 600, Tempe, AZ, 85281",33.4377065,-111.9443776,11942.290292
1387,IPG PHOTONICS CORP,"50 Old Webster Road, Oxford, MA, 1540",42.081183,-71.8811303,10503.449337
1388,EMERGENT BIOSOLUTIONS INC,"400 Professional Drive, Gaithersburg, MD, 20879",39.1608355,-77.2298277,10972.638294
1389,SPECTRA ENERGY CORP,"5400 Westheimer Court, Houston, TX, 77056",29.7403262,-95.4731118,12366.090077
1390,ORITANI FINANCIAL CORP,"370 Pascack Road, Township of Washington, NJ, 7676",40.9883592,-74.0639977,10686.250317
1391,AEROVIRONMENT INC,"181 West Huntington Drive, Suite 202, Monrovia, CA, 91016",34.1409299,-118.001949,11770.960508
1392,TIME WARNER CABLE INC,"60 Columbus Circle, New York, NY, 10023",40.7688638,-73.98272899999999,10706.224975
1393,SUPER MICRO COMPUTER INC,"980 Rock Avenue, San Jose, CA, 95131",37.3893311,-121.9048185,11338.15319
1394,EMPLOYERS HOLDINGS INC,"10375 Professional Circle, Reno, NV, 89521",39.4310553,-119.7577142,11163.870774
1395,HFF INC,"One Oxford Centre, Suite 1100, 301 Grant Street, Pittsburgh, PA, 15219",40.4383265,-79.99907689999999,10915.226659
1396,INTERACTIVE BROKERS GROUP,"One Pickwick Plaza, Greenwich, CT, 6830",41.0311536,-73.6262083,10667.85353
1397,DOMTAR CORP,"395 de Maisonneuve Boulevard West, Montreal, QC, H3A 1L6",45.50652669999999,-73.57006299999999,10206.620019
1398,BROADRIDGE FINANCIAL SOLUTNS,"5 Dakota Drive, Suite 300, Lake Success, NY, 11042",40.7620332,-73.6906851,10697.545836
1399,MONOTYPE IMAGING HOLDINGS,"600 Unicorn Park Drive, Woburn, MA, 1801",42.486182,-71.1165358,10436.702932
1400,CINEMARK HOLDINGS INC,"3900 Dallas Parkway, Suite 500, Plano, TX, 75093",33.051307,-96.8278143,12013.339122
1401,TE CONNECTIVITY LTD,"Rheinstrasse 20, Schaffhausen, 8200",47.6940249,8.6338709,5452.961098
1402,DISCOVER FINANCIAL SVCS INC,"2500 Lake Cook Road, Riverwoods, IL, 60015",42.1550376,-87.88696879999999,10899.93244
1403,SOLERA HOLDINGS INC,"7 Village Circle, Suite 100, Westlake, TX, 76262",32.9798346,-97.168527,12023.936391
1404,COMSCORE INC,"11950 Democracy Drive, Suite 600, Reston, VA, 20190",38.958068,-77.35951,10997.625499
1405,VIRTUSA CORP,"2000 West Park Drive, Westborough, MA, 1581",42.2806793,-71.56859349999999,10472.74489
1406,MASIMO CORP,"52 Discovery, Irvine, CA, 92618",33.662523,-117.7569451,11827.577995
1407,REX ENERGY CORP,"366 Walker Drive, State College, PA, 16801",40.8165864,-77.8316358,10816.852366
1408,PHARMERICA CORP,"1901 Campus Place, Louisville, KY, 40299",38.2140519,-85.5337292,11282.508533
1409,DHI GROUP INC,"1040 Avenue of the Americas, New York, NY, 10018",40.7530461,-73.9850001,10707.923311
1411,MIMEDX GROUP INC,"1775 West Oak Commons Court, NE, Marietta, GA, 30062",33.9816689,-84.520731,11715.294814
1412,TERADATA CORP,"10000 Innovation Drive, Dayton, OH, 45342",39.6022107,-84.2333955,11105.457672
1413,CONSTANT CONTACT INC,"Reservoir Place, Third Floor, 1601 Trapelo Road, Waltham, MA, 2451",42.418587,-71.2586513,10448.346177
1414,MSCI INC,"7 World Trade Center, 49th Floor, 250 Greenwich Street, New York, NY, 10007",40.7134088,-74.011926,10712.858437
1415,RETAIL OPPORTUNITY INVTS CP,"8905 Towne Centre Drive, Suite 108, San Diego, CA, 92122",32.8674511,-117.2067761,11924.336155
1416,AMERICAN PUBLIC EDUCATION,"111 West Congress Street, Charles Town, WV, 25414",39.28776080000001,-77.86008749999999,10977.728375
1417,ENSIGN GROUP INC,"27101 Puerta Real, Suite 450, Mission Viejo, CA, 92691",33.568112,-117.6714435,11839.459671
1418,LUMBER LIQUIDATORS HLDGS INC,"3000 John Deere Road, Toano, VA, 23168",37.4130217,-76.8121881,11142.1905
1419,UNITED INSURANCE HOLDINGS CO,"360 Central Avenue, Suite 900, St. Petersburg, FL, 33701",27.7707185,-82.6376246,12329.218785
1420,NORTHFIELD BANCORP INC,"581 Main Street, Woodbridge, NJ, 7095",40.5435977,-74.29998979999999,10739.508321
1422,SYNERGY RESOURCES CORP,"1625 Broadway, Suite 300, Denver, CO, 80202",39.7422604,-104.9878998,11293.440841
1423,MEDASSETS INC,"100 North Point Center East, Suite 200, Alpharetta, GA, 30022",34.0456623,-84.2990118,11703.189651
1424,FORESTAR GROUP INC,"Building Two, Suite 500, 6300 Bee Cave Road, Austin, TX, 78746",30.2973869,-97.8305939,12325.370264
1425,ORION MARINE GROUP INC,"12000 Aerospace, Suite 300, Houston, TX, 77034",29.6013579,-95.1748977,12378.206919
1426,VISA INC,"PO Box 8999, San Francisco, CA, 94128",37.6239079,-122.3815924,11302.031077
1427,FABRINET,"190 Elgin Avenue, George Town, KY1-9005",19.2923518,-81.3770296,13183.846997
1428,PHILIP MORRIS INTERNATIONAL,"120 Park Avenue, New York, NY, 10017",40.7518892,-73.9782982,10707.827859
1429,HILLENBRAND INC,"One Batesville Boulevard, Batesville, IN, 47006",39.2916975,-85.1945543,11159.298961
1430,LOGMEIN INC,"320 Summer Street, Boston, MA, 2210",42.3495215,-71.0481518,10448.223538
1431,SOLARWINDS INC,"Building 400, 7171 Southwest Parkway, Austin, TX, 78735",30.2508065,-97.861761,12330.741794
1432,QUANEX BUILDING PRODUCTS,"1800 West Loop South, Suite 1500, Houston, TX, 77027",29.7490993,-95.4572227,12364.956537
1433,INTREPID POTASH INC,"707 17th Street, Suite 4200, Denver, CO, 80202",39.7471865,-104.9904438,11292.887998
1434,RACKSPACE HOSTING INC,"1 Fanatical Place, City of Windcrest, San Antonio, TX, 78218",29.5089281,-98.3939449,12416.381443
1435,ECHO GLOBAL LOGISTICS INC,"600 West Chicago Avenue, Suite 725, Chicago, IL, 60654",41.897642,-87.64339090000001,10923.762434
1436,SCRIPPS NETWORKS INTERACTIVE,"9721 Sherrill Boulevard, Knoxville, TN, 37932",35.9155227,-84.1089393,11498.278645
1437,INTERVAL LEISURE GROUP,"6262 Sunset Drive, Miami, FL, 33143",25.7035838,-80.29458269999999,12476.036085
1438,HSN INC,"1 HSN Drive, St. Petersburg, FL, 33729",27.8816324,-82.665562,12318.241758
1439,ACTIVISION BLIZZARD INC,"3100 Ocean Park Boulevard, Santa Monica, CA, 90405",34.0196137,-118.4525618,11775.274186
1440,LENDINGTREE INC,"11115 Rushmore Drive, Charlotte, NC, 28277",35.0601184,-80.8599775,11507.071771
1441,JOHN BEAN TECHNOLOGIES,"70 West Madison, Suite 4400, Chicago, IL, 60602",41.882248,-87.630172,10925.207526
1442,ROADRUNNER TRANS SVCS HLDGS,"4900 South Pennsylvania Avenue, Cudahy, WI, 53110",42.9550922,-87.879042,10812.792945
1443,CLOUD PEAK ENERGY INC,"505 South Gillette Avenue, Gillette, WY, 82716",44.28980139999999,-105.5033598,10787.24117
1444,MYR GROUP INC,"1701 Golf Road, Suite 3-1012, Rolling Meadows, IL, 60008",42.050011,-87.9993915,10913.245137
1445,VERISK ANALYTICS INC,"545 Washington Boulevard, Jersey City, NJ, 7310",40.7277301,-74.0356122,10712.143238
1446,MEAD JOHNSON NUTRITION CO,"2701 Patriot Boulevard, Fourth Floor, Glenview, IL, 60026",42.1047967,-87.8225061,10904.305496
1447,ALLSCRIPTS HEALTHCARE SOLTNS,"222 Merchandise Mart Plaza, Suite 2024, Chicago, IL, 60654",41.8884096,-87.6354498,10924.628926
1448,GREEN PLAINS INC,"450 Regency Parkway, Suite 400, Omaha, NE, 68114",41.2549273,-96.0747329,11100.589845
1449,CLEARWATER PAPER CORP,"601 West Riverside Avenue, Suite 1100, Spokane, WA, 99201",47.6575137,-117.4214468,10310.32445
1450,MEDIDATA SOLUTIONS INC,"350 Hudson Street, 9th Floor, New York, NY, 10014",40.72766470000001,-74.0067845,10711.228685
1451,GOVERNMENT PPTYS INCOME TR,"400 Centre Street, Newton, MA, 02458-2076",42.3559661,-71.18448,10452.187986
1452,IRIDIUM COMMUNICATIONS INC,"1750 Tysons Boulevard, Suite 1400, McLean, VA, 22102",38.924009,-77.22282179999999,10997.144287
1454,CHESAPEAKE LODGING TRUST,"1997 Annapolis Exchange Parkway, Suite 410, Annapolis, MD, 21401",38.9877586,-76.538269,10969.999399
1455,FINANCIAL ENGINES INC,"1050 Enterprise Way, 3rd Floor, Sunnyvale, CA, 94089",37.4045818,-122.0360211,11333.514942
1456,QUINSTREET INC,"950 Tower Lane, 6th Floor, Foster City, CA, 94404",37.5577976,-122.2769085,11311.541501
1457,GREEN DOT CORP,"3465 East Foothill Boulevard, Pasadena, CA, 91107",34.1510431,-118.0785966,11768.380079
1458,CBOE HOLDINGS INC,"400 South LaSalle Street, Chicago, IL, 60605",41.8764787,-87.6321342,10925.868178
1459,TANGOE INC,"35 Executive Boulevard, Orange, CT, 6477",41.2482286,-73.0048288,10625.464844
1460,FIRST AMERICAN FINANCIAL CP,"1 First American Way, Santa Ana, CA, 92707",33.7019896,-117.8601399,11821.312569
1461,CORESITE REALTY CORP,"1050 17th Street, Suite 500, Denver, CO, 80202",39.7482995,-104.9944174,11292.754905
1462,WALKER & DUNLOP INC,"7501 Wisconsin Avenue, Suite 1200E, Bethesda, MD, 20814",38.9853692,-77.09354359999999,10986.909042
1463,SUMMIT HOTEL PROPERTIES INC,"12600 Hill Country Boulevard, Suite R-100, Austin, TX, 78738",30.3081657,-97.93757989999999,12324.934378
1464,AMERICAN ASSETS TRUST INC,"11455 El Camino Real, Suite 200, San Diego, CA, 92130",32.9271844,-117.237022,11917.279299
1465,EXAMWORKS GROUP INC,"3280 Peachtree Road, NE, Suite 2625, Atlanta, GA, 30305",33.8444244,-84.3710444,11726.472908
1466,SABRA HEALTH CARE REIT INC,"18500 Von Karman Avenue, Suite 550, Irvine, CA, 92612",33.6763588,-117.8516129,11824.2577
1467,SAGENT PHARMACEUTICALS INC,"1901 North Roselle Road, Suite 700, Schaumburg, IL, 60195",42.0619316,-88.0784098,10913.269975
1468,SUPERNUS PHARMACEUTICALS INC,"1550 East Gude Drive, Rockville, MD, 20850",39.0950796,-77.1322474,10976.61503
1469,HUNTINGTON INGALLS IND INC,"4101 Washington Avenue, Newport News, VA, 23607",36.9880862,-76.4371019,11174.699163
1470,SUNCOKE ENERGY INC,"1011 Warrenville Road, Suite 600, Lisle, IL, 60532",41.8071162,-88.07427349999999,10940.922469
1471,MARATHON PETROLEUM CORP,"539 South Main Street, Findlay, OH, 45840",41.0360917,-83.6494426,10938.836578
1472,FRANCESCAS HOLDINGS CORP,"8760 Clay Road, Houston, TX, 77080",29.8344332,-95.5108863,12356.114432
1473,WAGEWORKS INC,"1100 Park Place, 4th Floor, San Mateo, CA, 94403",37.5451045,-122.2908192,11312.578363
1475,WPX ENERGY INC,"3500 One Williams Center, Tulsa, OK, 74172",36.155217,-95.99048189999999,11663.396121
1476,AMC NETWORKS INC,"11 Penn Plaza, New York, NY, 10001",40.7491231,-73.9914503,10708.532782
1477,BONANZA CREEK ENERGY INC,"410 17th Street, Suite 1400, Denver, CO, 80202",39.7440063,-104.9889953,11293.244438
1478,ERA GROUP INC,"818 Town & Country Boulevard, Suite 200, Houston, TX, 77024",29.7815065,-95.56051079999999,12362.462896
1480,FORTUNE BRANDS HOME & SECUR,"520 Lake Cook Road, Deerfield, IL, 60015",42.1561165,-87.8426199,10899.066318
1481,XYLEM INC,"1 International Drive, Rye Brook, NY, 10573",41.0501365,-73.6880785,10667.89472
1482,ENOVA INTERNATIONAL INC,"200 West Jackson Boulevard, Suite 2400, Chicago, IL, 60606",41.8783809,-87.63413899999999,10925.696023
1483,LUMOS NETWORKS CORP,"One Lumos Plaza, Waynesboro, VA, 22980",38.0692943,-78.8882855,11134.833079
1484,MARRIOTT VACATIONS WORLDWIDE,"6649 Westwood Boulevard, Orlando, FL, 32821",28.4167563,-81.4727225,12227.002936
1485,TALMER BANCORP INC,"2301 West Big Beaver Road, Suite 525, Troy, MI, 48084",42.560289,-83.178063,10765.196556
1486,MICHAEL KORS HOLDINGS LTD,"33 Kingsway, London, WC2B 6UF",51.5143327,-0.1185272,5929.717381
1487,TRIPADVISOR INC,"400 1st Avenue, Needham, MA, 2494",42.2978722,-71.2194469,10459.255402
1488,TRI POINTE GROUP INC,"19540 Jamboree Road, Suite 300, Irvine, CA, 92612",33.6590389,-117.8603556,11825.96824
1489,CBRE GROUP INC,"400 South Hope Street, 25th Floor, Los Angeles, CA, 90071",34.0516068,-118.2536323,11775.742387
1490,WELLCARE HEALTH PLANS INC,"8725 Henderson Road, Renaissance One, Tampa, FL, 33634",28.0306431,-82.5488209,12299.116925
1491,BLACKBAUD INC,"2000 Daniel Island Drive, Charleston, SC, 29492",32.8688212,-79.9187845,11711.57559
1492,NUVASIVE INC,"7475 Lusk Boulevard, San Diego, CA, 92121",32.9006994,-117.2174531,11920.523522
1493,ANGIODYNAMICS INC,"14 Plaza Drive, Latham, NY, 12110",42.7685049,-73.75869709999999,10493.669739
1494,BLUE NILE INC,"411 First Avenue South, Suite 700, Seattle, WA, 98104",47.5988359,-122.3345846,10233.121643
1495,GREENHILL & CO INC,"300 Park Avenue, New York, NY, 10022",40.7570209,-73.97466949999999,10707.184379
1496,CARDTRONICS INC,"3250 Briarpark Drive, Suite 400, Houston, TX, 77042",29.7315315,-95.55016169999999,12367.863277
1497,MOMENTA PHARMACEUTICALS INC,"675 West Kendall Street, Cambridge, MA, 2142",42.36464,-71.0819609,10447.83961
1498,CABELAS INC,"One Cabela Drive, Sidney, NE, 69160",41.1146173,-102.9569446,11143.484761
1499,KITE REALTY GROUP TRUST,"30 South Meridian Street, Suite 1100, Indianapolis, IN, 46204",39.76629,-86.158305,11127.503512
1500,FUTUREFUEL CORP,"8235 Forsyth Boulevard, 4th Floor, Clayton, MO, 63105",38.6515821,-90.3429953,11321.262196
1501,LYONDELLBASELL INDUSTRIES NV,"Delftseplein 27E, Rotterdam, 3013 AA",51.925,4.4727749,5613.004044
1502,ALLEGION PLC,"Block D, Iveagh Court, Harcourt Road, Dublin, 1",53.3324717,-6.2619526,6253.238572
